,Search String,Title,Media,Link,Date,Search Engine
956,Microsoft and Bankruptcy,"August 6, 1997 — The day Apple and Microsoft made peace",AppleInsider,/url?q=https://appleinsider.com/articles/18/08/06/august-6-1997----the-day-apple-and-microsoft-made-peace&sa=U&ved=2ahUKEwjc0Jzgh4KEAxX3qJUCHc2gAHM4MhDF9AF6BAgEEAI&usg=AOvVaw0FCjljDIiqZsOx1WJLehI9,2024-01-29 06:57:38.343662,Google
957,Microsoft and Bankruptcy,The Greatest Comeback Story Of All Time: How Apple Went From Near Bankruptcy To Billions In 13 Years,Business Insider,/url?q=https://www.businessinsider.com/apple-comeback-story-2010-10&sa=U&ved=2ahUKEwjc0Jzgh4KEAxX3qJUCHc2gAHM4MhDF9AF6BAgCEAI&usg=AOvVaw39myofWAGtmPHG_ZACC1hM,2024-01-23 12:57:38.343662,Google
958,Microsoft and Bankruptcy,Microsoft's fonts catch out another fraudster—this time in Canada,Ars Technica,/url?q=https://arstechnica.com/gadgets/2019/01/microsofts-fonts-catch-out-another-fraudster-this-time-in-canada/&sa=U&ved=2ahUKEwjc0Jzgh4KEAxX3qJUCHc2gAHM4MhDF9AF6BAgBEAI&usg=AOvVaw1rlNTiswKpBEMZMzRgKjmg,2023-07-29 12:57:38.343662,Google
959,Microsoft and Bankruptcy,Blur Group loses third finance chief in two years,The Guardian,/url?q=https://www.theguardian.com/business/2015/may/15/blur-group-loses-third-finance-chief-in-two-years&sa=U&ved=2ahUKEwjc0Jzgh4KEAxX3qJUCHc2gAHM4MhDF9AF6BAgHEAI&usg=AOvVaw1f543HwhE4_rFjTbXoi83p,2018-01-29 12:57:38.343662,Google
960,Google and AI,Google Update Reveals AI Will Read All Your Private Messages,Forbes,/url?q=https://www.forbes.com/sites/zakdoffman/2024/01/27/new-details-free-ai-upgrade-for-google-and-samsung-android-users-leaks/&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQICRAC&usg=AOvVaw0zZ_4cUYEOMIWHavxfm9L8,2024-01-29 12:53:38.343662,Google
961,Google and AI,Google's AI video generator tech is pretty amazing. See for yourself,ZDNET,/url?q=https://www.zdnet.com/article/googles-ai-video-generator-tech-is-pretty-amazing-see-for-yourself/&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIARAC&usg=AOvVaw1HQjxoUM5KIqto84ZkXwTQ,2024-01-29 08:57:38.343662,Google
962,Google and AI,About Those Google AI Search Quality Raters,Search Engine Journal,/url?q=https://www.searchenginejournal.com/about-those-google-ai-search-quality-raters/506474/&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQICBAC&usg=AOvVaw3akWkfHkj6V7DuWDblDmOl,2024-01-25 12:57:38.343662,Google
963,Google and AI,Explore the Future of Browsing with Google’s AI-Powered Chrome,Gizchina.com,/url?q=https://www.gizchina.com/2024/01/27/explore-the-future-of-browsing-with-googles-ai-powered-chrome/&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIBBAC&usg=AOvVaw30hm5KuC-nodabiXRRMF6B,2023-09-29 12:57:38.343662,Google
964,Google and AI,"As AI Destroys Search Results, Google Fires Workers in Charge of Improving It",Futurism,/url?q=https://futurism.com/the-byte/google-lays-off-search-ai-workers&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIAxAC&usg=AOvVaw04byePs361MZV2W-QYD0Iv,2020-01-29 12:57:38.343662,Google
965,Google and AI,"लिखना होगा केवल टेक्स्ट, चुटकियों में बन जाएगा क्रिएटिव वीडियो, जानिए कैसे काम करेगा गूगल का AI LUMIERE",Zee Business,/url?q=https://www.zeebiz.com/hindi/technology/google-is-working-on-new-artificial-intelligence-lumiere-a-text-to-video-feature-157573&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIBhAC&usg=AOvVaw3HgwgEhulFizbGpLfW2Gcy,2024-01-29 12:50:38.343662,Google
966,Google and AI,"Google AI से आपकी Selfies को बना देगा Paintings जैसा, Watch Video",Hindi TimesXp,/url?q=https://timesxphindi.indiatimes.com/nbt/tech/google-generative-ai-will-give-selfies-a-look-like-paintings-watch-video/videoshow/107221822.cms&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIBRAC&usg=AOvVaw1YAPMr1gv3JrtYIRIGUTYx,2024-01-29 05:57:38.343662,Google
967,Google and AI,"Google ची कमाल.. टेक्स्ट लिहिताच व्हिडिओ तयार, AI व्हिडिओच्या माध्यमातून करता येणार बक्कळ कमाई... पहा त्याची झलक ...",Lokshahi News,/url?q=https://lokshahi.news/google-introducing-lumiere-ai/&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIAhAC&usg=AOvVaw3hXBVLvrfYPKjm7SS03EQ1,2024-01-22 12:57:38.343662,Google
968,Google and AI,Samsung's new phones replace Google AI with Baidu in China,The Verge,/url?q=https://www.theverge.com/2024/1/26/24051509/samsung-galaxy-s24-china-launch-baidu-ernie-artificial-intelligence-ai&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIABAC&usg=AOvVaw29Cnj5VbQsazxGo9_kYCwJ,2023-06-29 12:57:38.343662,Google
969,Google and AI,Google Lumiere: Everything about multimodal AI model for videos creation,Business Standard,/url?q=https://www.business-standard.com/technology/tech-news/google-lumiere-everything-about-multimodal-ai-model-for-videos-creation-124012900193_1.html&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIBxAC&usg=AOvVaw0Bh3l-MWbKY7LoKKuGNQwe,2017-01-29 12:57:38.343662,Google
970,Google and AI,Want To Create Videos From Text? Google`s New AI Tech Can Help- Here`s How,Zee News,/url?q=https://zeenews.india.com/technology/want-to-create-videos-from-text-google-s-new-ai-tech-can-help-heres-how-2714978.html&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIBxAF&usg=AOvVaw2vsCKhrJrqiFKTblqpNPvL,2024-01-29 12:54:38.343662,Google
971,Google and AI,Google's latest AI Lumiere creates 5-second videos from still images,The Economic Times,/url?q=https://m.economictimes.com/tech/technology/googles-latest-ai-lumiere-creates-5-second-videos-from-still-images/articleshow/107200783.cms&sa=U&ved=2ahUKEwi3mN7gh4KEAxV-rJUCHSKmAdwQxfQBegQIBxAI&usg=AOvVaw3jeljXFZ3HXd7Bt0vm7IiN,2024-01-29 09:57:38.343662,Google
972,Google and AI,"Google introduces Lumiere, a multimodal AI video model: Is this the future of filmmaking?",The Indian Express,/url?q=https://indianexpress.com/article/technology/artificial-intelligence/what-is-google-lumiere-multimodal-ai-video-model-9128622/&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgHEAI&usg=AOvVaw1Pv0eBvO_uRQv2ue2IpRTi,2024-01-26 12:57:38.343662,Google
973,Google and AI,Google Chrome aims to make browsing the web ‘easier and safer’ with 3 new AI generative features | Mint,Mint,/url?q=https://www.livemint.com/technology/tech-news/google-chrome-aims-to-make-web-easier-and-safer-with-3-new-ai-generative-features-11706064701661.html&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgJEAI&usg=AOvVaw2Ew29E8hTynsiqZEaM1mL_,2023-10-29 12:57:38.343662,Google
974,Google and AI,Google introduces Lumiere: Know the Details About the New AI Video Creation Tool,Jagran Josh,/url?q=https://www.jagranjosh.com/general-knowledge/what-is-google-lumiere-and-what-are-its-benefits-1706346627-1&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgIEAI&usg=AOvVaw3_QRyFVXB9IRVK41R2nJ08,2021-01-29 12:57:38.343662,Google
975,Google and AI,Google unveils LUMIERE AI: Instant video making with just a prompt | All you need to know,India TV News,/url?q=https://www.indiatvnews.com/technology/news/google-unveils-lumiere-ai-instant-video-making-with-just-a-prompt-2024-01-27-913975&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgFEAI&usg=AOvVaw39LrWW5FvS9HM_BrBzKK4-,2024-01-29 12:51:38.343662,Google
976,Google and AI,Google’s New AI Is Learning to Diagnose Patients,IEEE Spectrum,/url?q=https://spectrum.ieee.org/ai-doctor&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgDEAI&usg=AOvVaw22RRn6rENbG8akfudu-_sI,2024-01-29 06:57:38.343662,Google
977,Google and AI,"Google announces the development of Lumiere, an AI-based next-generation text-to-video generator",Tech Xplore,/url?q=https://techxplore.com/news/2024-01-google-lumiere-ai-based-generation.html&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgCEAI&usg=AOvVaw1w5oL0LwGbSt9wHrLLj3EO,2024-01-23 12:57:38.343662,Google
978,Google and AI,"Google is behind Samsung Galaxy S24 AI goods, but is it not harming its own Pixel phones?",India Today,/url?q=https://www.indiatoday.in/technology/features/story/google-is-behind-samsung-galaxy-s24-ai-goods-but-is-it-not-harming-its-own-pixel-phones-2493904-2024-01-26&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgAEAI&usg=AOvVaw3pycMLAqhJlRO9EdB6dPwn,2023-07-29 12:57:38.343662,Google
979,Google and AI,Google's Lumiere brings AI video closer to real than unreal,The Verge,/url?q=https://www.theverge.com/2024/1/27/24052140/google-lumiere-ai-video-generation-runway-pika&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgGEAI&usg=AOvVaw1kf4WyRs0lxyhBzc1Marmb,2018-01-29 12:57:38.343662,Google
980,Google and AI,Google AI scientists to leave company to open own startup: Report,Business Today,/url?q=https://www.businesstoday.in/technology/news/story/google-ai-scientists-to-leave-company-to-open-own-startup-report-414389-2024-01-22&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgEEAI&usg=AOvVaw0w40KqVgnEavd0P_yFcqzW,2024-01-29 12:53:38.343662,Google
981,Google and AI,Samsung replaces Google's AI with Baidu’s Ernie on its Galaxy S24 phones in China,Times of India,/url?q=https://timesofindia.indiatimes.com/gadgets-news/samsung-replaces-googles-ai-with-baidus-ernie-on-its-galaxy-s24-phones-in-china/articleshow/107181467.cms&sa=U&ved=2ahUKEwiymZ7hh4KEAxXCrZUCHf2qAY04ChDF9AF6BAgBEAI&usg=AOvVaw1uhYm3lOXiLBN72mDaVewQ,2024-01-29 08:57:38.343662,Google
982,Google and AI,OpenAI and Google will be required to notify the government about AI models,Mashable,/url?q=https://mashable.com/article/openai-google-required-notify-government-ai-models-executive-order&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgBEAI&usg=AOvVaw1BGARkUxxJpKMoCxEwcrZQ,2024-01-25 12:57:38.343662,Google
983,Google and AI,Can Perplexity AI beat Google? Paytm founder vouches for new AI search engine,Hindustan Times,/url?q=https://www.hindustantimes.com/technology/can-perplexity-ai-beat-google-paytm-founder-vouches-for-new-ai-search-engine-101706179589309.html&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgJEAI&usg=AOvVaw3Ta4LwWmJecspMpeLNdiGT,2023-09-29 12:57:38.343662,Google
984,Google and AI,ChatGPT vs. Google Bard vs. Bing Chat vs. Claude: Which generative AI solution is best?,Search Engine Land,/url?q=https://searchengineland.com/chatgpt-google-bard-bing-chat-claude-best-generative-ai-solution-436888&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgHEAI&usg=AOvVaw13-sJ-C-Kf-exUaowTYhFh,2020-01-29 12:57:38.343662,Google
985,Google and AI,Google Cloud CEO: New Hugging Face AI Partnership Makes GenAI More 'Impactful' For Developers,CRN,/url?q=https://www.crn.com/news/cloud/2024/google-cloud-ceo-new-hugging-face-ai-partnership-makes-genai-more-impactful-for-developers&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgFEAI&usg=AOvVaw3Jd6WpvfFE--hy_nj438-F,2024-01-29 12:50:38.343662,Google
986,Google and AI,Google to deliver world’s most advanced AI in 2024? Leaked internal document reveals company’s AI goals,The Indian Express,/url?q=https://indianexpress.com/article/technology/artificial-intelligence/google-ai-leaked-documents-9123874/&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgEEAI&usg=AOvVaw1dnO4SePVTy_hb6ETPT9dL,2024-01-29 05:57:38.343662,Google
987,Google and AI,"AI race propels Silicon Valley tech firms Microsoft, Meta, and Google to new highs. Here's why | Mint",Mint,/url?q=https://www.livemint.com/companies/news/ai-race-propels-silicon-valley-tech-firms-microsoft-meta-and-google-to-new-highs-heres-why-11706157543757.html&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgCEAI&usg=AOvVaw1jT8TmHvEeZscJmbhnSH-h,2024-01-22 12:57:38.343662,Google
988,Google and AI,Samsung’s Galaxy S24 series ditches Google for Baidu AI in China,The Indian Express,/url?q=https://indianexpress.com/article/technology/artificial-intelligence/samsungs-galaxy-s24-series-ditches-google-for-baidu-ai-in-china-9130464/&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgGEAI&usg=AOvVaw1fuKFxD7TAPHgnhh3e3rh1,2023-06-29 12:57:38.343662,Google
989,Google and AI,Gmail's new AI-backed feature will allow you to draft an email using just your voice. Here's how it works | Mint,Mint,/url?q=https://www.livemint.com/technology/tech-news/google-gmails-new-ai-backed-feature-will-allow-you-to-draft-an-email-using-your-voice-11705999940367.html&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgAEAI&usg=AOvVaw08HSZNICynW4LoWG18MN1c,2017-01-29 12:57:38.343662,Google
990,Google and AI,Google introduces Gemini AI model in Search ads,afaqs!,/url?q=https://www.afaqs.com/news/digital/google-introduces-gemini-ai-model-in-search-ads&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgIEAI&usg=AOvVaw3LT7knmIV3lOjJEJ1Fy0MS,2024-01-29 12:54:38.343662,Google
991,Google and AI,Google brings Gemini AI power to ad creation for high-impact campaigns,The Indian Express,/url?q=https://indianexpress.com/article/technology/artificial-intelligence/google-gemini-ai-ad-creation-9125506/&sa=U&ved=2ahUKEwjXj9_hh4KEAxXOqJUCHY4cAW44FBDF9AF6BAgDEAI&usg=AOvVaw3yHn-3x5U6MAVGGGLwx_cx,2024-01-29 09:57:38.343662,Google
992,Google and AI,Google announced a 5-second AI video generator that's scary good,Mashable,/url?q=https://mashable.com/article/google-research-five-second-ai-video-generator-deepfakes&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgFEAI&usg=AOvVaw3q6nu-6M6lTto2DEAYgEwR,2024-01-26 12:57:38.343662,Google
993,Google and AI,Google Launches AI-Powered Chrome Update For More Personalized Experience,Search Engine Journal,/url?q=https://www.searchenginejournal.com/google-launches-ai-powered-chrome-update-for-more-personalized-experience/506173/&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgJEAI&usg=AOvVaw2tzoOTFlWZjMNfkq19xDYt,2023-10-29 12:57:38.343662,Google
994,Google and AI,Lumiere: The Ultimate Guide to Google's Multimodal AI Video Generator,Medium,/url?q=https://medium.com/%40iamsaro1996/lumiere-the-ultimate-guide-to-googles-multimodal-ai-video-generator-0865800043cf&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgEEAI&usg=AOvVaw1oHocYh_YtoBxRDL8hnIZv,2021-01-29 12:57:38.343662,Google
995,Google and AI,Why Google May Rank AI-Generated Content Over Original News,Search Engine Journal,/url?q=https://www.searchenginejournal.com/why-google-may-rank-ai-generated-content-over-original-news/505869/&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgCEAI&usg=AOvVaw2gC0qCuSQzm32KJy3CjQms,2024-01-29 12:51:38.343662,Google
996,Google and AI,The AI Challenge Facing Samsung’s Galaxy S24 Ultra,Forbes,/url?q=https://www.forbes.com/sites/ewanspence/2024/01/28/samsung-galaxy-s24-ultra-galaxy-ai-problems-price-google-confusion-s24-upgrade/&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgBEAI&usg=AOvVaw12rCvKktIFqEtl_fYn_bKh,2024-01-29 06:57:38.343662,Google
997,Google and AI,Google's New AI Text-to-Video Tool Is Fun to Look At. But What Next?,CNET,/url?q=https://www.cnet.com/tech/googles-new-ai-text-to-video-tool-is-fun-to-look-at-but-what-next/&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgDEAI&usg=AOvVaw0EVC-0CRWtiHjvqSj6rz21,2024-01-23 12:57:38.343662,Google
998,Google and AI,Samsung to Integrate Baidu's Ernie AI in Latest Galaxy Phones,Bloomberg.com,/url?q=https://www.bloomberg.com/news/articles/2024-01-29/samsung-to-integrate-baidu-s-ernie-ai-in-latest-galaxy-phones&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgHEAI&usg=AOvVaw2Rm3MEbcMowkBnKO98NVnc,2023-07-29 12:57:38.343662,Google
999,Google and AI,Google unveils phenomenal new Lumiere video creation AI,New Atlas,/url?q=https://newatlas.com/technology/google-lumiere-ai-video/&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgAEAI&usg=AOvVaw3ueUmy0Akebtfpte6GlOjH,2018-01-29 12:57:38.343662,Google
1000,Google and AI,Google Chrome to get 3 new generative AI features; here's how they work,Hindustan Times,/url?q=https://www.hindustantimes.com/technology/google-chrome-to-get-3-new-generative-ai-features-heres-how-they-work-101706029724818.html&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgIEAI&usg=AOvVaw2g9a1ueygkmJjisygAN_Md,2024-01-29 12:53:38.343662,Google
1001,Google and AI,Google's New AI-Powered Browser Could Mark the End of the Human Internet,New York Magazine,/url?q=https://nymag.com/intelligencer/2024/01/new-ai-powered-google-chrome-browser-end-of-human-internet.html&sa=U&ved=2ahUKEwjAtJvih4KEAxUvrZUCHR4rB0Q4HhDF9AF6BAgGEAI&usg=AOvVaw0165P2bX6jqchF1q3AWBTT,2024-01-29 08:57:38.343662,Google
1002,Google and AI,Google's New AI-Powered Browser Could Mark the End of the Human Internet,New York Magazine,/url?q=https://nymag.com/intelligencer/2024/01/new-ai-powered-google-chrome-browser-end-of-human-internet.html&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgEEAI&usg=AOvVaw20EOajQ9PY1WI_OMD7YFxX,2024-01-25 12:57:38.343662,Google
1003,Google and AI,Google's AI Art Selfie turned me into a Vermeer painting,Business Insider,/url?q=https://www.businessinsider.com/google-art-selfie-2-generative-ai-app-2024-1&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgJEAI&usg=AOvVaw2W2mfJZJ6AGOnVHVxkDbA5,2023-09-29 12:57:38.343662,Google
1004,Google and AI,Watch: Google's Lumiere AI can turn text into stunning videos,Interesting Engineering,/url?q=https://interestingengineering.com/innovation/watch-googles-lumiere-ai-can-turn-text-into-stunning-videos&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgAEAI&usg=AOvVaw0jSfBaIr9qjLX0p0AlPul9,2020-01-29 12:57:38.343662,Google
1005,Google and AI,Google Cloud and Hugging Face Announce Strategic Partnership to Accelerate Generative AI and ML Development,PR Newswire,/url?q=https://www.prnewswire.com/news-releases/google-cloud-and-hugging-face-announce-strategic-partnership-to-accelerate-generative-ai-and-ml-development-302044380.html&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgGEAI&usg=AOvVaw0NY3QrwRevHkCMLXi_8pXR,2024-01-29 12:50:38.343662,Google
1006,Google and AI,"US launches inquiry into AI deals by Microsoft, OpenAI, Google and Amazon",The Guardian,/url?q=https://www.theguardian.com/technology/2024/jan/25/ftc-ai-inquiry-microsoft-alphabet-amazon&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgHEAI&usg=AOvVaw0oONeRhXjpsaIwGD_VvMRU,2024-01-29 05:57:38.343662,Google
1007,Google and AI,Google Introduces New AI Upgrade for Android Users: Here’s What You Need to Know,Gizchina.com,/url?q=https://www.gizchina.com/2024/01/25/google-introduces-new-ai-upgrade-for-android-users-heres-what-you-need-to-know/&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgIEAI&usg=AOvVaw0iKmBfRLScTfjd_Cq2e5Ym,2024-01-22 12:57:38.343662,Google
1008,Google and AI,Leaked Google Memo Shows Aimless Execs Basically Worshiping AI,Futurism,/url?q=https://futurism.com/the-byte/leaked-google-memo-ai&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgFEAI&usg=AOvVaw1LCI6RFB4A7t0u7Ct_ADZo,2023-06-29 12:57:38.343662,Google
1009,Google and AI,Google Chrome adds three new AI features to make your internet browsing life easier,ZDNET,/url?q=https://www.zdnet.com/home-and-office/google-chrome-adds-three-new-ai-features-including-writing-assitant-and-theme-generator/&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgBEAI&usg=AOvVaw29Bt2QBkdg9DU-Qgp1NxIZ,2017-01-29 12:57:38.343662,Google
1010,Google and AI,US Wants Cloud Firms to Reveal Foreign Clients in China AI Race,Bloomberg.com,/url?q=https://www.bloomberg.com/news/articles/2024-01-29/us-wants-cloud-firms-to-reveal-foreign-clients-in-china-ai-race&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgCEAI&usg=AOvVaw0EyE3GlfVN7b52eS7hqUll,2024-01-29 12:54:38.343662,Google
1011,Google and AI,Google settles AI-related chip patent lawsuit that sought $1.67 bln,Reuters,/url?q=https://www.reuters.com/technology/google-settles-ai-related-chip-patent-lawsuit-that-sought-167-bln-2024-01-24/&sa=U&ved=2ahUKEwi95dvih4KEAxXXqJUCHVoOBBA4KBDF9AF6BAgDEAI&usg=AOvVaw2g4k5NowukfgrxzYgoadzz,2024-01-29 09:57:38.343662,Google
1012,Google and AI,Google Debuting Chrome Feature Where AI Writes Your Posts For You,Futurism,/url?q=https://futurism.com/the-byte/google-chrome-feature-ai-writing-assistant&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgGEAI&usg=AOvVaw3RtMxSjIaU5jX9BJDC1Vy6,2024-01-26 12:57:38.343662,Google
1013,Google and AI,"Google, Microsoft, NVIDIA and Others Join AI Access Pilot",PYMNTS.com,/url?q=https://www.pymnts.com/artificial-intelligence-2/2024/google-microsoft-nvidia-and-others-join-federal-pilot-to-democratize-ai-access/&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgJEAI&usg=AOvVaw34vOJ7zlxN4OWykCcCu_0-,2023-10-29 12:57:38.343662,Google
1014,Google and AI,"Google's AI Model, Gemini, Could Help Businesses Create Better Ads",Inc. Magazine,/url?q=https://www.inc.com/jennifer-conrad/google-s-ai-model-gemini-could-help-businesses-create-better-ads.html&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgEEAI&usg=AOvVaw3SsxZG8ZOZasfUau6qXknq,2021-01-29 12:57:38.343662,Google
1015,Google and AI,"Google invests $8 million to support Israeli AI firms, Palestinian startups",Hindustan Times,/url?q=https://www.hindustantimes.com/world-news/google-invests-8-million-to-support-israeli-ai-firms-palestinian-startups-101706117232874.html&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgCEAI&usg=AOvVaw0PaAqIzvCNkKcSFoRy2yBA,2024-01-29 12:51:38.343662,Google
1016,Google and AI,Google reveals two new ways to search in 2024,Times of India,/url?q=https://timesofindia.indiatimes.com/gadgets-news/google-introduces-two-new-ways-to-search-using-generative-ai-on-smartphones/articleshow/107150994.cms&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgDEAI&usg=AOvVaw35ZGF3D5T-1ZvmyDkyw6Ou,2024-01-29 06:57:38.343662,Google
1017,Google and AI,Google cancels contract with an AI data firm that's helped train Bard,The Verge,/url?q=https://www.theverge.com/2024/1/23/24048429/google-appen-cancel-contract-ai-training-bard&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgHEAI&usg=AOvVaw0solSbeOczJQroh4i1gdJb,2024-01-23 12:57:38.343662,Google
1018,Google and AI,"Google Stock: Is It A Buy Right Now? Here's What Earnings, GOOGL Stock Chart Show",Investor's Business Daily,/url?q=https://www.investors.com/news/technology/google-stock-buy-now/&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgFEAI&usg=AOvVaw3hEehuTHGv1wB1_SuscypX,2023-07-29 12:57:38.343662,Google
1019,Google and AI,"Massive Google Chrome AI update brings 3 big benefits - Help Me Write, Tab Organizer, more",HT Tech,/url?q=https://tech.hindustantimes.com/tech/news/massive-google-chrome-ai-update-brings-3-big-benefits-help-me-write-tab-organizer-more-71706073396263.html&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgBEAI&usg=AOvVaw1eeLr6MDcqK0NBtE7wuNic,2018-01-29 12:57:38.343662,Google
1020,Google and AI,Three Google Deepmind employees may have left the company to launch an AI startup,Times of India,/url?q=https://timesofindia.indiatimes.com/gadgets-news/three-google-deepmind-employees-may-have-left-the-company-to-launch-an-ai-startup/articleshow/107118423.cms&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgIEAI&usg=AOvVaw07MekWxqiKA8d_5NcTmpF8,2024-01-29 12:54:38.343662,Google
1021,Google and AI,Samsung Galaxy AI vs Google Pixel AI battle: Features of flagship smartphones compared | Mint,Mint,/url?q=https://www.livemint.com/technology/tech-news/samsung-galaxy-ai-vs-google-pixel-ai-battle-features-of-flagship-smartphones-compared-11705913767289.html&sa=U&ved=2ahUKEwiHw5zjh4KEAxUVqpUCHU16DhU4MhDF9AF6BAgAEAI&usg=AOvVaw2WBoROhi2bY20VJs4HT_H1,2024-01-29 09:57:38.343662,Google
1022,Google and Phone,Google Pixel 9 — all the rumors so far,Tom's Guide,/url?q=https://www.tomsguide.com/phones/pixel-9&sa=U&ved=2ahUKEwia6aDkh4KEAxU-s5UCHbhIBSkQxfQBegQIABAC&usg=AOvVaw3wtnEOCi0gNU9WQX-j6Nvd,2024-01-26 12:57:38.343662,Google
